"","track_title","line","lyric"
"59","Adventure of a Lifetime",33,"Everything you want's a dream away"
"60","Adventure of a Lifetime",34,"Under this pressure, under this weight"
"61","Adventure of a Lifetime",35,"We are diamonds taking shape"
"62","Adventure of a Lifetime",36,"We are diamonds taking shape"
"63","Adventure of a Lifetime",37,"(Woo, woo)"
"64","Adventure of a Lifetime",38,"If we've only got this life"
"65","Adventure of a Lifetime",39,"This adventure, oh then I"
"66","Adventure of a Lifetime",40,"And if we've only got this life"
"67","Adventure of a Lifetime",41,"You'll get me through"
"68","Adventure of a Lifetime",42,"And if we've only got this life"
"69","Adventure of a Lifetime",43,"In this adventure, oh then I"
"70","Adventure of a Lifetime",44,"Want to share it with you"
"71","Adventure of a Lifetime",45,"With you, with you"
"72","Adventure of a Lifetime",46,"Yeah, I do"
"73","Adventure of a Lifetime",47,"(Woo-hoo, woo-hoo)"
"74","Adventure of a Lifetime",48,"(Woo-hoo, woo-hoo)"
"75","Adventure of a Lifetime",49,"(Woo-hoo, woo-hoo)"
"76","Adventure of a Lifetime",50,"(Woo-hoo, woo-hoo)"
"77","Adventure of a Lifetime",51,"(Woo-hoo, woo-hoo)"
"78","Adventure of a Lifetime",52,"(Woo-hoo, woo-hoo)"
"79","A Head Full of Dreams",1,NA
"80","A Head Full of Dreams",2,"Oh, I think I landed"
"81","A Head Full of Dreams",3,"In a world I hadn't seen"
"82","A Head Full of Dreams",4,"When I'm feeling ordinary"
"83","A Head Full of Dreams",5,"When I don't know what I mean"
"84","A Head Full of Dreams",6,"Oh, I think I landed"
"85","A Head Full of Dreams",7,"Where there are miracles at work"
"86","A Head Full of Dreams",8,"For the thirst and for the hunger"
"87","A Head Full of Dreams",9,"Come the conference of birds"
"88","A Head Full of Dreams",10,"Saying it's true, it's not what it seems"
"89","A Head Full of Dreams",11,"Leave your broken windows open"
"90","A Head Full of Dreams",12,"And in the light just streams"
"91","A Head Full of Dreams",13,"And you get a head, a head full of dreams"
"92","A Head Full of Dreams",14,"You can see the change you wanted"
"93","A Head Full of Dreams",15,"Be what you want to be"
"94","A Head Full of Dreams",16,"And you get a head, a head full of dreams"
"95","A Head Full of Dreams",17,"Into life, I've just been spoken"
"96","A Head Full of Dreams",18,"With a head full, a head full of dreams"
"97","A Head Full of Dreams",19,"Oh, I think I landed"
"98","A Head Full of Dreams",20,"Where there are miracles at work"
"99","A Head Full of Dreams",21,"When you got me open-handed"
"100","A Head Full of Dreams",22,"When you got me lost for words"
"101","A Head Full of Dreams",23,"I sing oh-oh-oh"
"102","A Head Full of Dreams",24,"A head full of dreams"
"103","A Head Full of Dreams",25,"A head full of dreams"
"104","A Head Full of Dreams",26,"Into life I've just been woken"
"105","A Head Full of Dreams",27,"With a head full, a head full of dreams"
"106","Birds",1,"Been standing in the corner, studying the lights"
"107","Birds",2,"The dreaming of escape will keep you up at night"
"108","Birds",3,"But someone had put the flares up and got me in the rays"
"109","Birds",4,"So I guess I'd better stay"
"110","Birds",5,"‘Uh uh no come on' you say"
"111","Birds",6,"It's a fools gold thunder"
"112","Birds",7,"It's just a warring rain"
"113","Birds",8,"Don't let the fears just start 'What if"
"114","Birds",9,"I won't see you again'"
"115","Birds",10,"Around here you never want to sleep all night"
"116","Birds",11,"So start falling in love, start the riot and"
"117","Birds",12,"Come on rage with me"
"118","Birds",13,"We don't need words"
"119","Birds",14,"And we'll be birds"
"120","Birds",15,"Got to make our own key"
"121","Birds",16,"Only got this moment"
"122","Birds",17,"You and me"
"123","Birds",18,"Guilty of nothing, but geography"
"124","Birds",19,"Come on and raise it"
"125","Birds",20,"Come on and raise this noise for the million people"
"126","Birds",21,"Who got not one voice"
"127","Birds",22,"Come on it's not over if you mean it, say loud"
"128","Birds",23,"Come on all for love, out from the underground"
"129","Birds",24,"Away with me"
"130","Birds",25,"We don't need words"
"131","Birds",26,"Close your eyes and see"
"132","Birds",27,"And we'll be birds, flying free"
"133","Birds",28,"Holding on in the mystery"
"134","Birds",29,"Fearless, fearless, fearless"
"135","Birds",30,"Oh oh oh oh oh oh oh oh oh"
"136","Birds",31,"Fearless together"
"137","Birds",32,"You said ‘we'll go through this together'"
"138","Birds",33,"When you fly won't you"
"139","Birds",34,"Won't you take me too?"
"140","Birds",35,"In this world so cruel"
"141","Birds",36,"I think you're so cool"
"142","Hymn for the Weekend",1,"And said drink from me, drink from me"
"143","Hymn for the Weekend",2,"(Oh-ah-oh-ah)"
"144","Hymn for the Weekend",3,"That we shoot across the sky"
"145","Hymn for the Weekend",4,"Symphony"
"146","Hymn for the Weekend",5,"That we shoot across the sky"
"147","Hymn for the Weekend",6,"Pour on a..."
"148","Hymn for the Weekend",7,"Drink from me, drink from me"
"149","Hymn for the Weekend",8,"(Oh-ah-oh-ah)"
"150","Hymn for the Weekend",9,"That we shoot across the sky"
"151","Hymn for the Weekend",10,"Symphony"
"152","Hymn for the Weekend",11,"(So high, so high)"
"153","Hymn for the Weekend",12,"That we shoot across the sky"
"154","Hymn for the Weekend",13,"Oh, angel sent from up above"
"155","Hymn for the Weekend",14,"You know you make my world light up"
"156","Hymn for the Weekend",15,"When I was down, when I was hurt"
"157","Hymn for the Weekend",16,"You came to lift me up"
"158","Hymn for the Weekend",17,"Life is a drink and love's a drug"
"159","Hymn for the Weekend",18,"Oh now I think I must be miles up"
"160","Hymn for the Weekend",19,"When I was a river dried up"
"161","Hymn for the Weekend",20,"You came to rain a flood"
"162","Hymn for the Weekend",21,"You said drink from me, drink from me"
"163","Hymn for the Weekend",22,"When I was so thirsty"
"164","Hymn for the Weekend",23,"Poured on a symphony"
"165","Hymn for the Weekend",24,"Now I just can't get enough"
"166","Hymn for the Weekend",25,"Put your wings on me, wings on me"
"167","Hymn for the Weekend",26,"When I was so heavy"
"168","Hymn for the Weekend",27,"Poured on a symphony"
"169","Hymn for the Weekend",28,"When I'm low, low, low, low"
"170","Hymn for the Weekend",29,"I, Oh-I, Oh-I"
"171","Hymn for the Weekend",30,"Got me feeling drunk and high"
"172","Hymn for the Weekend",31,"So high, so high"
"173","Hymn for the Weekend",32,"Oh-I, Oh-I, Oh-I"
"174","Hymn for the Weekend",33,"Now I'm feeling drunk and high"
"175","Hymn for the Weekend",34,"So high, so high"
"176","Hymn for the Weekend",35,"(Woo)"
"177","Hymn for the Weekend",36,"(Woo-ooo-ooo-woo)"
"178","Hymn for the Weekend",37,"Oh, angel sent from up above"
"179","Hymn for the Weekend",38,"I feel you coursing through my blood"
"180","Hymn for the Weekend",39,"Life is a drink and your love's about"
"181","Hymn for the Weekend",40,"To make the stars come out"
"182","Hymn for the Weekend",41,"Put your wings on me, wings on me"
"183","Hymn for the Weekend",42,"When I was so heavy"
"184","Hymn for the Weekend",43,"Poured on a symphony"
"185","Hymn for the Weekend",44,"When I'm low, low, low, low"
"186","Hymn for the Weekend",45,"I, Oh-I, Oh-I"
"187","Hymn for the Weekend",46,"Got me feeling drunk and high"
"188","Hymn for the Weekend",47,"So high, so high"
"189","Hymn for the Weekend",48,"Oh-I, Oh-I, Oh-I"
"190","Hymn for the Weekend",49,"I'm feeling drunk and high"
"191","Hymn for the Weekend",50,"So high, so high"
"192","Hymn for the Weekend",51,"I, Oh-I, Oh-I"
"193","Hymn for the Weekend",52,"La, la, la, la, la, la, la"
"194","Hymn for the Weekend",53,"So high, so high"
"195","Hymn for the Weekend",54,"I, Oh-I, Oh-I"
"196","Hymn for the Weekend",55,"Now I'm feeling drunk and high"
"197","Hymn for the Weekend",56,"So high, so high"
"198","Hymn for the Weekend",57,"That I shoot across the sky"
"199","Hymn for the Weekend",58,"That I shoot across the..."
"200","Hymn for the Weekend",59,"That I shoot across the sky"
"201","Hymn for the Weekend",60,"Let me shoot across the... (Let me shoot)"
"202","Hymn for the Weekend",61,"Let me shoot across the sky"
"203","Hymn for the Weekend",62,"Let me shoot across the..."
"204","Hymn for the Weekend",63,"Let me shoot across the sky"
"205","Hymn for the Weekend",64,"That we shoot across the..."
"206","Everglow",1,"Oh, they say people come, say people go"
"207","Everglow",2,"This particular diamond was extra special"
"208","Everglow",3,"And though you might be gone, and the world may not know"
"209","Everglow",4,"Still I see you, celestial"
"210","Everglow",5,"Like a lion you ran, a goddess you rolled"
"211","Everglow",6,"Like an eagle you circled, in perfect purple"
"212","Everglow",7,"So how come things move on? How come cars don't slow?"
"213","Everglow",8,"When it feels like the end of my world"
"214","Everglow",9,"When I should, but I can't let you go"
"215","Everglow",10,"But when I'm cold, cold"
"216","Everglow",11,"When I'm cold, cold"
"217","Everglow",12,"There's a light that you give me when I'm in shadow"
"218","Everglow",13,"There's a feeling within me, everglow"
"219","Everglow",14,"Like brothers in blood, sisters who ride"
"220","Everglow",15,"And we swore on that night, we'd be friends 'til we die"
"221","Everglow",16,"But the changing of winds, and the way waters flow"
"222","Everglow",17,"Life is short as the falling of snow"
"223","Everglow",18,"And now, I'm gonna miss you, I know"
"224","Everglow",19,"But when I'm cold, cold"
"225","Everglow",20,"In water rolled, salt"
"226","Everglow",21,"And I know that you're with me and the way you will show"
"227","Everglow",22,"And you're with me wherever I go"
"228","Everglow",23,"And you give me this feeling, this everglow"
"229","Everglow",24,"Oh, what I wouldn't give for just a moment to hold"
"230","Everglow",25,"Because I live for this feeling, this everglow"
"231","Everglow",26,"So if you love someone, you should let them know"
"232","Everglow",27,"Oh, the light that you left me will everglow"
"233","Fun",1,"I know it's over before she says"
"234","Fun",2,"I know the falls that the water face"
"235","Fun",3,"I know it's over, an ocean awaits for a storm"
"236","Fun",4,"The sun on snow, rivers in rain"
"237","Fun",5,"Crystal ball can foresee a change"
"238","Fun",6,"And I know it's over, a parting of ways"
"239","Fun",7,"And it's done"
"240","Fun",8,"But didn't we have fun?"
"241","Fun",9,"Don't say it was all a waste"
"242","Fun",10,"Didn't we have fun?"
"243","Fun",11,"Oh-oooh-ooh"
"244","Fun",12,"From the top of the world, top of the waves"
"245","Fun",13,"We said forever, forever always"
"246","Fun",14,"We could have been lost, we would have been saved"
"247","Fun",15,"Oh, I"
"248","Fun",16,"Now we're stopping the world, stopping its spin"
"249","Fun",17,"But, come on, don't give up, don't say we give in"
"250","Fun",18,"Don't say it's over, don't say we're done"
"251","Fun",19,"Oh, didn't we have fun?"
"252","Fun",20,"Woo-ooh-ooh-ooh"
"253","Fun",21,"Woo-ooh-ooh-ooh"
"254","Fun",22,"Oh, didn't we have fun?"
"255","Fun",23,"I know it's over before she says"
"256","Fun",24,"Know someone else has taken your place""I know it's over,"" Icarus says to the Sun"
"257","Fun",25,"The sword sinks in, lightning strikes"
"258","Fun",26,"And two force, two forces collide"
"259","Fun",27,"And fight til it's over, fight til it's done"
"260","Fun",28,"Ah-ah-ah"
"261","Fun",29,"But didn't we have fun?"
"262","Fun",30,"Don't say it was all a waste"
"263","Fun",31,"Didn't we have fun?"
"264","Fun",32,"Oh-oooh-ooh"
"265","Fun",33,"From the top of the world, top of the waves"
"266","Fun",34,"We said forever, forever always"
"267","Fun",35,"We could have been lost, we would have been saved"
"268","Fun",36,"Oh, I"
"269","Fun",37,"Now we're stopping the world, stopped it in its tracks"
"270","Fun",38,"But nothing's too broken to find a way back"
"271","Fun",39,"So before it's over, before you run"
"272","Fun",40,"Ah, didn't we have fun?"
"273","Fun",41,"'Cause you and me"
"274","Fun",42,"We were always meant to, always meant to be"
"275","Fun",43,"We were always meant to, always meant to"
"276","Fun",44,"You and me"
"277","Fun",45,"We were always meant to, always meant to be"
"278","Fun",46,"Oh-oh-oh-oh"
"279","Fun",47,"Oh-oh-oh-oh"
"280","Fun",48,"Oh, didn't we have fun?"
"281","Fun",49,"Oh-oh-oh-oh"
"282","Fun",50,"Oh-oh-oh-oh"
"283","Fun",51,"Oh, didn't we have fun?"
"284","Fun",52,"But then, maybe we could again"
"285","Kaleidoscope",1,NA
"286","Kaleidoscope",2,"This being human is a guest house"
"287","Kaleidoscope",3,"Every morning a new arrival"
"288","Kaleidoscope",4,"A joy, a depression, a meanness"
"289","Kaleidoscope",5,"Some momentary awareness comes"
"290","Kaleidoscope",6,"As an unexpected visitor"
"291","Kaleidoscope",7,"Welcome and entertain them all!"
"292","Kaleidoscope",8,"Be grateful for whoever comes"
"293","Kaleidoscope",9,"Because each has been sent as a guide"
"294","Kaleidoscope",10,NA
"295","X Marks the Spot",1,"(So I race for it)"
"296","X Marks the Spot",2,"Stare into darkness, staring at doom"
"297","X Marks the Spot",3,"My heart, boom, b-boom, boom"
"298","X Marks the Spot",4,"Stare into darkness, admit defeat"
"299","X Marks the Spot",5,"Comin' home and I'm finding no peace"
"300","X Marks the Spot",6,"And I know, and I know, and I know"
"301","X Marks the Spot",7,"I know I'm unlocked"
"302","X Marks the Spot",8,"And I know, and I know, and I know"
"303","X Marks the Spot",9,"I know what you've got"
"304","X Marks the Spot",10,"So I put my hands up to the sky, I feel alive"
"305","X Marks the Spot",11,"You've got a rocket ship that I wanna ride"
"306","X Marks the Spot",12,"Put my hands up to the sky, that's alright"
"307","X Marks the Spot",13,"Wherever you are, I'll find that treasure"
"308","X Marks the Spot",14,"(So I race for it)"
"309","X Marks the Spot",15,"Wherever you are, I'll find that treasure"
"310","X Marks the Spot",16,"(So I race for it)"
"311","X Marks the Spot",17,"Stare into darkness, staring at doom"
"312","X Marks the Spot",18,"You make my heart go boom, b-boom, boom"
"313","X Marks the Spot",19,"Superhero, a masterpiece"
"314","X Marks the Spot",20,"Been innocent, but a sinner in me"
"315","X Marks the Spot",21,"And I know, and I know and I know"
"316","X Marks the Spot",22,"I know I'm in love"
"317","X Marks the Spot",23,"And I know, and I know and I know"
"318","X Marks the Spot",24,"I know when I'm lost"
"319","X Marks the Spot",25,"I just put my hands up to the sky, feeling like"
"320","X Marks the Spot",26,"Got a rocket ship that I wanna ride"
"321","X Marks the Spot",27,"Put my hands up to the sky, feeling inside"
"322","X Marks the Spot",28,"Wherever you are, I'll find that treasure"
"323","X Marks the Spot",29,"Put my hands up to the sky, feeling like"
"324","X Marks the Spot",30,"You've got a rocket; eyes on the prize"
"325","X Marks the Spot",31,"Put my hands up to the sky"
"326","X Marks the Spot",32,"I'm gonna find"
"327","X Marks the Spot",33,"Wherever you are, I'll find that treasure"
"328","X Marks the Spot",34,"So I race for it"
"329","X Marks the Spot",35,"Wherever you are, I'll find that treasure"
"330","X Marks the Spot",36,"So I race for it (yeah, yeah)"
"331","X Marks the Spot",37,"Wherever you are, I'll find that treasure"
"332","X Marks the Spot",38,"(So I race for it)"
"333","X Marks the Spot",39,"And I know, and I know, and I know"
"334","X Marks the Spot",40,"I know what I've got"
"335","X Marks the Spot",41,"(So I race for it)"
"336","X Marks the Spot",42,"""X"" marks the spot"
"337","X Marks the Spot",43,"So I put my hands up to the sky, I feel like"
"338","X Marks the Spot",44,"You've got a rocket ship that I wanna ride"
"339","X Marks the Spot",45,"Put my hands up to the sky, feel it inside"
"340","X Marks the Spot",46,"Wherever you are, I'll find that treasure"
"341","X Marks the Spot",47,"Put my hands up to the sky, feeling like (yeah, yeah)"
"342","X Marks the Spot",48,"I got a rocket; eyes on the prize"
"343","X Marks the Spot",49,"Put my hands up to the sky; I'm gonna find"
"344","X Marks the Spot",50,"Wherever you are, I'll find that treasure (yeah, yeah)"
"345","X Marks the Spot",51,"Wherever you are"
"346","Amazing Day",1,"We sat on a roof, named every star"
"347","Amazing Day",2,"Shared every bruise and showed every scar"
"348","Amazing Day",3,"Hope has its proof put your hand in mine"
"349","Amazing Day",4,"""Life has a beautiful, crazy design"""
"350","Amazing Day",5,"And time seemed to say"
"351","Amazing Day",6,"""Forget the world and its weight"""
"352","Amazing Day",7,"And here I just wanna stay"
"353","Amazing Day",8,"Amazing day, amazing day"
"354","Amazing Day",9,"We sat on a roof, named every star"
"355","Amazing Day",10,"You showed me a place where you can be who you are"
"356","Amazing Day",11,"And the view; the whole Milky Way"
"357","Amazing Day",12,"In your eyes, I drifted away"
"358","Amazing Day",13,"And in your arms, I just wanna sway"
"359","Amazing Day",14,"Amazing day, amazing day"
"360","Amazing Day",15,"Amazing day, amazing day"
"361","Amazing Day",16,"Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh"
"362","Amazing Day",17,"Oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh, oooh"
"363","Amazing Day",18,"And I asked"
"364","Amazing Day",19,"Can the birds in poetry chime?"
"365","Amazing Day",20,"""Can there be breaks in the chaos sometimes?"""
"366","Amazing Day",21,"Oh thanks God, must've heard when I prayed"
"367","Amazing Day",22,"Cause now I always want to feel this way"
"368","Amazing Day",23,"Amazing day, amazing day"
"369","Amazing Day",24,"Amazing day, amazing day"
"370","Amazing Day",25,"Yeah, today"
"371","Colour Spectrum",1,NA
"372","Colour Spectrum",2,"Because each"
"373","Colour Spectrum",3,"Has been sent"
"374","Colour Spectrum",4,"As a guide"
"375","Up&Up",1,"Fixing up a car to drive in it again"
"376","Up&Up",2,"Searching for the water, hoping for the rain"
"377","Up&Up",3,"Up and up, up and up"
"378","Up&Up",4,"Down upon the canvas, working meal to meal"
"379","Up&Up",5,"Waiting for a chance to pick your orange field"
"380","Up&Up",6,"Up and up, up and up"
"381","Up&Up",7,"See a pearl form, a diamond in the rough"
"382","Up&Up",8,"See a bird soaring high above the flood"
"383","Up&Up",9,"It's in your blood, It's in your blood"
"384","Up&Up",10,"Underneath the storm an umbrella is saying"
"385","Up&Up",11,"Sitting with the poison takes away the pain"
"386","Up&Up",12,"Up and up, up and up, it's saying"
"387","Up&Up",13,"We're gonna get it, get it together right now"
"388","Up&Up",14,"Gonna get it, get it together somehow"
"389","Up&Up",15,"Gonna get it, get it together and flower"
"390","Up&Up",16,"Oh-oh-oh-oh-oh-oh"
"391","Up&Up",17,"We're gonna get it, get it together I know"
"392","Up&Up",18,"Gonna get it, get it together and flow"
"393","Up&Up",19,"Gonna get it, get it together and go"
"394","Up&Up",20,"Up, and up, and up"
"395","Up&Up",21,"Lying in the gutter, aiming for the moon"
"396","Up&Up",22,"Trying to empty out the ocean with a spoon"
"397","Up&Up",23,"Up and up, up and up"
"398","Up&Up",24,"How come people suffer? How come people part?"
"399","Up&Up",25,"How come people struggle? How come people break your heart?"
"400","Up&Up",26,"Break your heart?"
"401","Up&Up",27,"Yes I wanna grow, yes I want to feel"
"402","Up&Up",28,"Yes I wanna know, show me how to heal it up"
"403","Up&Up",29,"Heal it up"
"404","Up&Up",30,"See the forest there in every seed"
"405","Up&Up",31,"Angels in the marble waiting to be freed"
"406","Up&Up",32,"Just need love, Just need love"
"407","Up&Up",33,"When the going is rough, saying"
"408","Up&Up",34,"We're gonna get it, get it together right now"
"409","Up&Up",35,"Gonna get it, get it together somehow"
"410","Up&Up",36,"Gonna get it, get it together and flower"
"411","Up&Up",37,"Oh-oh-oh-oh-oh-oh"
"412","Up&Up",38,"We're gonna get it, get it together I know"
"413","Up&Up",39,"Gonna get it, get it together and flow"
"414","Up&Up",40,"Gonna get it, get it together and go"
"415","Up&Up",41,"And you can say what is, or fight for it"
"416","Up&Up",42,"Close your mind or take a risk"
"417","Up&Up",43,"You can say it's mine and clench your fist"
"418","Up&Up",44,"Or see each sunrise as a gift"
"419","Up&Up",45,NA
"420","Up&Up",46,"We're gonna get it, get it together right now"
"421","Up&Up",47,"Gonna get it, get it together somehow"
"422","Up&Up",48,"Gonna get it, get it together and flower"
"423","Up&Up",49,"Oh-oh-oh-oh-oh-oh"
"424","Up&Up",50,"We're gonna get it, get it together I know"
"425","Up&Up",51,"Gonna get it, get it together and flow"
"426","Up&Up",52,"Gonna get it, get it together and go"
"427","Up&Up",53,"Up, and up, and"
"428","Up&Up",54,"We're gonna get it, get it together right now"
"429","Up&Up",55,"Gonna get it, get it together somehow"
"430","Up&Up",56,"Gonna get it, get it together and flower"
"431","Up&Up",57,"Oh-oh-oh-oh-oh-oh"
"432","Up&Up",58,"We're gonna get it, get it together I know"
"433","Up&Up",59,"Gonna get it, get it together and flow"
"434","Up&Up",60,"Gonna get it, get it together and go"
"435","Up&Up",61,"Up, and up, and up"
"436","Up&Up",62,NA
"437","Up&Up",63,"Oh-oh-oh"
"438","Up&Up",64,"Oh-oh, whoa, oh"
"439","Up&Up",65,"Oh-oh-oh"
"440","Up&Up",66,"Oh-oh, whoa, oh"
"441","Up&Up",67,"Fixing up a car to drive in it again"
"442","Up&Up",68,"When you're in pain, when you think you've had enough"
"443","Up&Up",69,"Don't ever give up"
"444","Up&Up",70,"Don't ever give up"
"445","Up&Up",71,"Believe in love..."
